,album_name,album_id,artist_name,artist_id,year,number_tracks,win,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
14,"Modern Sounds in Country and Western Music, Vols 1 & 2",4j4w5DDWMKD7ePStAl19OF,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,1963,24,0,0.3800833333333333,0.2644833333333333,4.458333333333333,-13.964583333333332,0.875,0.04383333333333333,0.8554166666666667,0.005179646666666668,0.19905416666666667,0.4991666666666666,92.01179166666668,185293.79166666663,3.8333333333333335
15,The Barbra Streisand Album: Arranged and Conducted by Peter Matz,6lJaBPh4nMloLfWh2SQI6x,Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,1964,11,1,0.4212727272727273,0.20334545454545447,7.0,-15.442818181818181,0.4545454545454545,0.08831818181818182,0.863818181818182,2.6932727272727273e-05,0.17126363636363634,0.3629090909090909,102.37618181818183,177943.0,3.4545454545454546
16,Days of Wine and Roses,5T96TsYBodCRdJagO3fElw,Andy Williams,4sj6D0zlMOl25nprDJBiU9,1964,12,0,0.35800000000000004,0.3212166666666667,3.25,-13.194250000000002,0.8333333333333334,0.03603333333333333,0.8730833333333333,0.0006944183333333332,0.19215833333333332,0.4746666666666666,98.2375,154628.75,3.6666666666666665
17,Honey In The Horn,0IIX2QFWqEIvlEtVhuaurZ,Al Hirt,0TGsWvnbtExsbGUSWtXENE,1964,12,0,0.4114166666666667,0.4516666666666666,3.4166666666666665,-10.065666666666667,0.8333333333333334,0.0372,0.8314166666666667,0.7118558333333334,0.17934166666666665,0.50025,96.66258333333332,147218.91666666663,3.8333333333333335
18,Getz/Gilberto,73ZRKdD3Ds43IjHrhKgucY,Stan Getz,0FMucZsEnCxs5pqBjHjIc8,1964,10,1,0.5719000000000001,0.15009999999999998,5.3,-17.5127,0.5,0.050940000000000006,0.9292,0.04645729,0.11319,0.4753,128.476,236184.8,3.9
19,Cotton Candy,6tOmzmzVbyYQ2K6RxbNtRi,Al Hirt,0TGsWvnbtExsbGUSWtXENE,1964,12,0,0.5364166666666667,0.5139166666666667,4.25,-11.15325,0.9166666666666666,0.03219166666666667,0.5531666666666667,0.6680990000000001,0.1570583333333333,0.7241666666666666,124.93691666666666,139236.83333333337,3.5
20,Funny Girl - Original Soundtrack Recording,0G8qWYPobQUV9wDm2XABPp,Orchestra,21ND47q78JLAfDR1qpKQmj,1964,14,0,0.3983357142857142,0.25697857142857145,5.7142857142857135,-13.341928571428571,0.7857142857142857,0.10939999999999997,0.7902142857142856,0.10442822142857144,0.1285714285714286,0.3430071428571428,102.74121428571426,202791.35714285716,4.071428571428571
21,People,21oRxiQXg8IX8yjmuqdP9B,Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,1965,12,0,0.28950000000000004,0.3905833333333333,5.166666666666667,-8.872833333333332,0.75,0.04038333333333333,0.9086666666666664,8.586666666666665e-06,0.19276666666666667,0.2399333333333333,94.35941666666666,164828.83333333337,3.333333333333333
22,The Pink Panther - Original Soundtrack,4fEGGDaDNDLvXPylhbJdBy,Henry Mancini,2EExdpjU4SK3xnJHO5paJf,1965,12,0,0.4569166666666666,0.3611666666666665,3.9166666666666665,-13.436,0.5,0.04041666666666667,0.6664833333333334,0.4423583333333334,0.16308333333333333,0.5053166666666667,116.83125,145311.08333333337,3.75
23,September Of My Years (Expanded Edition),3DdN3GRJj8YS0V0fiyXtbt,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,1965,15,1,0.2299333333333333,0.16399999999999998,3.4,-15.743133333333333,0.9333333333333332,0.034300000000000004,0.8365333333333334,4.615333333333333e-06,0.17246666666666666,0.15235333333333334,88.37219999999998,208237.4,3.6666666666666665
24,Help! (Remastered),0PT5m6hwPRrpBwIHVnvbFX,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1965,14,0,0.528,0.6109285714285715,6.428571428571429,-8.258571428571429,0.9285714285714286,0.0384,0.2953857142857142,0.00031785714285714284,0.1560857142857143,0.7267142857142856,116.29871428571428,145359.14285714287,3.7857142857142856
25,My Name Is Barbra,2wSry8lBRkXtIdP9vaTtDL,Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,1965,12,0,0.2973333333333333,0.2179916666666667,4.333333333333333,-13.491500000000002,0.8333333333333334,0.042508333333333335,0.9565,0.0005926708333333332,0.18183333333333326,0.2622166666666667,93.93866666666668,154180.16666666663,3.5
26,My World,2AuHUprHzZOXDyJSinNdwE,Eddy Arnold,5QsUbpxSE8lCZ5ga5rnD22,1965,12,0,0.38975,0.2969166666666666,3.9166666666666665,-12.115333333333332,1.0,0.032225000000000004,0.8064999999999998,0.0110806175,0.14503333333333332,0.4338333333333335,118.88141666666664,146198.83333333337,3.583333333333333
27,The Sound Of Music (50th Anniversary Edition),6p9jUvfQvXHAzStDArgYj5,Julie Andrews,5RdqZVi36tpDPYNPw8jJbO,1965,27,0,0.3494814814814815,0.22868148148148146,5.0,-13.584666666666667,0.8888888888888888,0.04922962962962964,0.7678148148148148,0.16713203740740742,0.20028518518518515,0.36692592592592604,109.27696296296298,166455.33333333337,3.4444444444444446
28,A Man And His Music,6lmuhQkwg4qkjytuho7Oxz,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,1966,32,1,0.43146875,0.212634375,5.125,-17.714781250000005,0.875,0.106490625,0.73590625,3.10321875e-05,0.223603125,0.438753125,104.03746875000004,193411.6875,3.625
29,Color Me Barbra,4aBWPP2oFW7J4efNtqEGkl,Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,1966,10,0,0.2955,0.2891,4.7,-14.6297,0.7,0.047160000000000014,0.8662000000000001,0.000298198,0.24583000000000002,0.32110999999999995,99.6798,204917.2,3.6
30,Doctor Zhivago (Original Motion Picture Soundtrack),1x0wDUT6vBoqe8GPRwB1nj,Maurice Jarre,6iyQYs37mRXLW04Z9NOnNT,1966,45,0,0.2446711111111112,0.22055111111111114,5.266666666666667,-19.88322222222222,0.6222222222222222,0.038988888888888885,0.7173325555555553,0.38437778977777776,0.24373555555555554,0.26330222222222216,107.86926666666668,93034.08888888887,3.555555555555556
31,Revolver (Remastered),3PRoXYsngSwjEQWR5PsHWR,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1966,14,0,0.4824285714285714,0.5305714285714286,4.928571428571429,-8.736285714285716,0.7857142857142857,0.03927142857142857,0.4061345714285715,0.026007733571428576,0.2544571428571429,0.6261714285714285,126.28057142857143,148997.07142857142,3.928571428571429
32,What Now My Love,6w5JcPQFpaT8mXM9dDqhcB,Herb Alpert & The Tijuana Brass,09L3cUdx0hq6qn5bKuJJ4I,1966,12,0,0.5920000000000001,0.40758333333333335,4.916666666666667,-12.722500000000002,0.6666666666666666,0.0672,0.5920000000000001,0.6226333333333334,0.11354166666666665,0.5454666666666667,132.95775,154616.75,4.0
33,Sgt. Pepper's Lonely Hearts Club Band (Remastered),6QaVfG1pHYl1z15ZxkvVDW,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1967,13,1,0.5153846153846154,0.4825384615384616,2.9230769230769234,-9.939692307692308,0.7692307692307693,0.050223076923076926,0.2987615384615385,0.045518621538461534,0.3812692307692308,0.6283846153846154,115.73430769230768,184249.3076923077,3.615384615384616
34,Francis Albert Sinatra & Antonio Carlos Jobim (50th Anniversary Edition),3xN9KNcFz7zgjfNu6mQD6M,Antônio Carlos Jobim,3pO5VjZ4wOHCMBXOvbMISG,1967,12,0,0.38683333333333336,0.18830833333333333,4.75,-18.259416666666667,0.6666666666666666,0.03809166666666667,0.7776666666666667,0.015039316666666663,0.2123583333333333,0.2681,113.20241666666668,231132.33333333328,4.0
35,It Must Be Him (Bonus Track Edition),77ECOoesygcTfXRhn4rteH,Vikki Carr,3tM3DTmG7ahfACzwqtazLD,1967,13,0,0.4563846153846153,0.3486923076923077,4.153846153846153,-11.629692307692306,0.9230769230769232,0.043130769230769236,0.7649230769230768,0.016845368461538463,0.2762692307692308,0.5011538461538462,124.96515384615385,162261.53846153847,3.5384615384615383
36,My Cup Runneth Over,6nauZFLtoFKcCwHt8zPyuP,Ed Ames,1iBpJEBrSFXCtPOc5OUZiY,1967,11,0,0.2656363636363637,0.3284545454545454,4.909090909090909,-12.391727272727273,0.8181818181818182,0.034,0.8059999999999999,0.002348536363636364,0.1585363636363636,0.3091,120.68454545454544,154020.63636363635,3.272727272727273
37,Ode To Billie Joe,05I1EsreLq47JU8pypj7TR,Bobbie Gentry,4E9w0bms6HcEppFlWjeW2d,1967,10,0,0.5237999999999999,0.2982,6.8,-13.6548,0.8,0.047019999999999985,0.7736999999999999,1.147e-05,0.09914,0.5879000000000001,124.04760000000002,181710.5,3.9
38,By The Time I Get To Phoenix (Remastered),29tTA46kurlOioRkjBqOMS,Glen Campbell,59hLmB5DrdihCYtNeFeW1U,1969,11,1,0.4016363636363636,0.3862727272727273,5.181818181818182,-11.796545454545456,0.8181818181818182,0.03035454545454545,0.14680636363636365,0.0011144536363636363,0.157,0.4681818181818182,96.81109090909092,146935.63636363635,3.9090909090909087
39,Bookends,3bzgbgiytguTDnwzflAZr2,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,1969,12,0,0.4490833333333333,0.2911833333333333,4.833333333333333,-18.823666666666668,0.5,0.10745833333333334,0.5931833333333334,0.07945874416666666,0.22534166666666666,0.50825,119.09200000000001,147274.33333333337,3.8333333333333335
40,Feliciano,2uNZs8gPxog0FALe62yeuO,José Feliciano,7K78lVZ8XzkjfRSI7570FF,1969,11,0,0.39,0.3188181818181818,4.818181818181818,-14.941727272727276,0.5454545454545454,0.041027272727272725,0.8424545454545455,0.21094729090909087,0.2043636363636364,0.5014545454545455,101.06681818181818,202115.0909090909,3.9090909090909087
41,Magical Mystery Tour (Remastered),2BtE7qm1qzM80p9vLSiXkj,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1969,11,0,0.466909090909091,0.4865454545454546,4.363636363636363,-10.410727272727273,0.9090909090909092,0.053690909090909095,0.3112727272727273,0.08340126818181819,0.17888181818181814,0.4736181818181818,111.12263636363636,199348.0,4.0
42,A Tramp Shining,5UZvF4xIz7lbGwxIW7AcV7,Richard Harris,30Qh39o424P9qgdHNVouvo,1969,9,0,0.3007777777777777,0.3262222222222222,4.777777777777779,-14.905111111111115,1.0,0.03255555555555556,0.5382444444444445,0.062471777777777765,0.168,0.2594444444444444,100.07455555555555,212686.66666666663,3.4444444444444446
43,"Blood, Sweat And Tears 3",3Va4LEJ4n3EZxMo3CGLpB5,"Blood, Sweat & Tears",24GaH9tRBgZjlvOhpFuKi2,1969,10,1,0.4087,0.32794,7.6,-15.7206,0.7,0.06036000000000001,0.6695,0.07176468700000001,0.18117000000000005,0.40078,100.5123,254777.4,3.8
44,Abbey Road (Remastered),0ETFjACtuP2ADo6LFhL6HN,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1969,17,0,0.5179999999999999,0.4571764705882353,3.5882352941176467,-11.344411764705885,0.7058823529411765,0.04731176470588234,0.22496411764705884,0.12280226588235292,0.17771764705882356,0.4591764705882353,118.16676470588231,167629.82352941178,3.647058823529412
45,The Age Of Aquarius,1kVipwgtVNAaHM7Py341Ch,The 5th Dimension,1UUYAQ9LiRsZF0ZukQNWXM,1969,13,0,0.4643846153846154,0.6929230769230768,4.6923076923076925,-6.385692307692307,0.5384615384615384,0.03343846153846153,0.34428461538461536,0.002866303076923077,0.11707692307692305,0.7467692307692307,124.37830769230769,188753.84615384613,4.0
46,At San Quentin,6bYqwLMVRQzwPQweVzCiry,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,1969,10,0,0.4926,0.6058,8.3,-11.5744,1.0,0.31956,0.7017999999999999,0.000256902,0.6609999999999999,0.6825,127.56159999999996,204506.5,3.6
47,Ode To Billie Joe,05I1EsreLq47JU8pypj7TR,Bobbie Gentry,4E9w0bms6HcEppFlWjeW2d,1967,10,0,0.5237999999999999,0.2982,6.8,-13.6548,0.8,0.047019999999999985,0.7736999999999999,1.147e-05,0.09914,0.5879000000000001,124.04760000000002,181710.5,3.9
48,Bridge Over Troubled Water,0JwHz5SSvpYWuuCNbtYZoV,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,1971,11,1,0.4553636363636363,0.5128181818181818,6.727272727272728,-12.867909090909093,0.9090909090909092,0.04163636363636364,0.5209090909090908,0.03310798818181818,0.26691818181818183,0.5669090909090909,121.1011818181818,202197.45454545453,3.9090909090909087
49,Chicago II,0PRgsdDXQ8QPaDUetVF7yN,Chicago,3iDD7bnsjL9J4fO298r0L0,1971,25,0,0.5096,0.5574359999999999,5.04,-9.3986,0.64,0.06382399999999999,0.45135200000000003,0.3238490844000001,0.217912,0.491092,129.1916,174881.76,3.68
50,Elton John,0C2grVR8DnJnL8rg7OP6Zm,Elton John,3PhoLpVuITZKcymswpck5b,1971,13,0,0.4625384615384615,0.4055307692307692,4.615384615384615,-12.079692307692307,0.6923076923076923,0.04167692307692309,0.5357076923076923,5.2636153846153836e-05,0.21753846153846151,0.4223846153846154,119.55353846153842,234824.15384615387,3.9230769230769234
51,Sweet Baby James (2019 Remaster),1HiG0ukRmFPN13EVcf98Jx,James Taylor,0vn7UBvSQECKJm2817Yf1P,1971,11,0,0.6110909090909089,0.2173909090909091,3.9090909090909087,-18.15745454545455,0.9090909090909092,0.04116363636363636,0.757090909090909,0.03730260454545455,0.1112,0.5734545454545456,117.02490909090908,174059.36363636365,3.9090909090909087
52,Tapestry,12n11cgnpjXKLeqrnIERoS,Carole King,319yZVtYM9MBGqmSQnMyY6,1972,12,1,0.5519999999999999,0.33383333333333337,5.75,-11.573583333333335,0.75,0.032649999999999985,0.7717499999999999,0.0011581916666666668,0.10874166666666668,0.5134166666666666,124.39983333333332,222795.5833333333,3.8333333333333335
53,All Things Must Pass (Remastered 2014),4I4xtHaIFOzhZfp1NIHkY6,George Harrison,7FIoB5PHdrMZVC3q2HE5MS,1972,28,0,0.4585357142857142,0.6205357142857143,5.178571428571429,-9.004821428571429,0.7857142857142857,0.034503571428571425,0.2803975,0.18501980357142853,0.17499285714285714,0.5174107142857143,121.54439285714285,268441.4285714286,3.9642857142857135
54,5Carpenters,3Br6amYT7sC9y3uvHkfRDI,Carpenters,1eEfMU2AhEo7XnKgL7c304,1972,10,0,0.4166,0.26724000000000003,5.7,-12.8733,0.8,0.04166,0.7716999999999999,0.000229119,0.15864,0.3246000000000001,102.7739,189599.9,4.0
55,Jesus Christ Superstar,2utlHy2K3j4lpaVauM1aUU,"""Jesus Christ Superstar"" Orchestra",5faDSsR2pLQtGZbkS8ZhNA,1972,23,0,0.3950478260869565,0.5527391304347827,4.695652173913044,-8.918304347826087,0.6086956521739131,0.06474347826086957,0.3545652173913043,0.05658589869565218,0.2834347826086957,0.3861304347826086,110.68165217391306,227413.21739130432,4.086956521739131
56,Shaft (Deluxe Edition),5HAXYSqdNjjbvoFrXwtrBw,Isaac Hayes,3IKV7o6WPphDB7cCWXaG3E,1972,16,0,0.568,0.36315,5.1875,-17.272625,0.5,0.040968750000000005,0.28997500000000004,0.2488944425,0.1309875,0.575875,111.2295625,279112.4375,3.75
57,American Pie,10jsW2NYd9blCrDITMh2zS,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,1973,10,0,0.4895000000000001,0.24764,6.1,-16.665,0.6,0.03772,0.8042,0.00126642,0.22288,0.4747,110.03919999999998,218106.5,3.9
58,Jesus Christ Superstar,2utlHy2K3j4lpaVauM1aUU,"""Jesus Christ Superstar"" Orchestra",5faDSsR2pLQtGZbkS8ZhNA,1973,23,0,0.3950478260869565,0.5527391304347827,4.695652173913044,-8.918304347826087,0.6086956521739131,0.06474347826086957,0.3545652173913043,0.05658589869565218,0.2834347826086957,0.3861304347826086,110.68165217391306,227413.21739130432,4.086956521739131
59,Moods,3m4xJJDmVNzsWaJ6OlLTru,Neil Diamond,7mEIug7XUlQHikrFxjTWes,1973,11,0,0.4741818181818181,0.3037636363636364,2.0,-18.95027272727273,1.0,0.03779090909090909,0.4753636363636364,0.05822574545454546,0.12883636363636364,0.4851727272727273,113.10190909090907,183103.0909090909,3.8181818181818175
60,Nilsson Schmilsson,3EfpOFKjotrMQTFTnxrXaB,Harry Nilsson,3RTzAwFprBqiskp550eSJX,1973,10,0,0.4952,0.36316,3.4,-16.027299999999997,0.9,0.0498,0.43454220000000005,0.07346220099999999,0.12713000000000002,0.5914400000000001,117.5595,212182.6,4.0
61,Innervisions,5jgI8Eminx9MmLBontDWq8,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,1974,9,1,0.5758888888888889,0.6331111111111112,5.333333333333333,-11.091444444444445,0.4444444444444444,0.05127777777777778,0.4090222222222223,0.00035745888888888893,0.1484888888888889,0.5517777777777777,110.86166666666666,295062.44444444444,4.0
62,Behind Closed Doors,6waJgGNygMY0KJb3g06uA6,Charlie Rich,218kRJZ7FJs0hWIk8Ynzhz,1974,11,0,0.471,0.2994545454545455,5.0,-14.377272727272725,1.0,0.029790909090909087,0.8170000000000001,0.16809640636363635,0.2469909090909091,0.3839090909090909,104.34272727272727,169629.18181818182,3.636363636363636
63,The Divine Miss M,0WCR1ZDrcXuNerUd6mbeiP,Bette Midler,13y0kncDD4J9wxCyfKr10W,1974,11,0,0.4361818181818183,0.4557727272727273,3.363636363636364,-12.061545454545454,0.8181818181818182,0.06452727272727271,0.5762090909090909,9.602363636363636e-05,0.267,0.4951545454545455,137.28418181818185,223350.45454545453,3.9090909090909087
64,Killing Me Softly,4GxrvKiysSiDU1HHifh1PA,Roberta Flack,0W498bDDNlJIrYMKXdpLHA,1974,8,0,0.435375,0.33086249999999995,6.375,-13.7805,0.75,0.0345375,0.6031249999999999,0.0289,0.0952125,0.2517875,112.91599999999998,307310.0,3.875
65,There Goes Rhymin' Simon,50pzpI17hwQj7LKcOiLMFD,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,1974,14,0,0.6102142857142858,0.2990714285714286,4.714285714285714,-16.27692857142857,0.8571428571428571,0.038764285714285716,0.5765571428571429,0.010703332142857142,0.11938571428571428,0.4979999999999999,106.19228571428572,213880.0,3.928571428571429
66,Fulfillingness' First Finale,1kda4McF274Jl5x3aOAmPJ,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,1975,10,1,0.5356000000000001,0.5331,7.6,-11.3268,0.4,0.04571,0.5505,0.044148841000000015,0.25689,0.4549,91.3702,255689.7,4.0
67,Back Home Again,6zWmAA39H0c4SjnD4MB1Dm,John Denver,7EK1bQADBoqbYXnT4Cqv9w,1975,14,0,0.4907142857142858,0.3085142857142857,4.857142857142857,-12.428142857142856,1.0,0.0347,0.8490000000000001,0.0015850735714285713,0.1515357142857143,0.612642857142857,120.75357142857143,194483.7857142857,3.8571428571428568
68,Band On The Run (Standard),257oomaawruFknt5wYCPDh,Wings,3sFhA6G1N0gG1pszb6kk1m,1975,9,0,0.546888888888889,0.5154444444444445,5.0,-9.75711111111111,0.7777777777777778,0.03322222222222223,0.1060222222222222,0.0929510111111111,0.17287777777777774,0.5656666666666667,115.94966666666667,273457.7777777777,3.888888888888889
69,Caribou,2R5dzEQT6MDsnwiZSpWgqC,Elton John,3PhoLpVuITZKcymswpck5b,1975,14,0,0.5349285714285715,0.6713571428571429,4.285714285714286,-8.624357142857143,1.0,0.0364,0.18701428571428574,0.014601925714285716,0.12826428571428575,0.6856428571428571,122.78007142857142,274136.21428571426,4.0
70,Still Crazy After All These Years,4A366gjTrYQwmRtkTezF2W,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,1976,12,1,0.5915833333333333,0.36565,5.416666666666668,-13.8905,0.8333333333333334,0.03921666666666667,0.6384166666666667,0.011690291666666668,0.12065,0.3949,104.11258333333332,226981.25,3.333333333333333
71,Between the Lines (Remastered),6RjDm4cjV3MFndKrpLUxpO,Janis Ian,5c9uFWpZY2MTlk7Rft0tgp,1976,11,0,0.4602727272727272,0.27352727272727273,5.2727272727272725,-14.796545454545456,0.7272727272727273,0.05732727272727274,0.7469090909090909,6.600363636363636e-05,0.1141181818181818,0.29027272727272724,117.06090909090908,239332.0,4.0
72,Captain Fantastic And The Brown Dirt Cowboy,4UcpKa4yD9AA3iEHI8MFSF,Elton John,3PhoLpVuITZKcymswpck5b,1976,13,0,0.5483076923076923,0.49700000000000005,5.0769230769230775,-11.355307692307697,0.6923076923076923,0.03426153846153845,0.1818607692307692,0.0007932523076923079,0.13194615384615382,0.5359230769230771,127.6586153846154,288636.4615384616,3.7692307692307687
73,Heart Like A Wheel,7upKDUGJUjsvfIe6vuVB0b,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,1976,10,0,0.5065000000000001,0.3537,4.5,-11.7325,1.0,0.03063,0.4941400000000001,0.0009505739999999999,0.11589,0.4134000000000001,117.82649999999998,190440.1,3.9
74,One of These Nights (2013 Remaster),0F77QekrNe8vVAjU2sepja,Eagles,0ECwFtbIWEVNwjlrfc6xoL,1976,9,0,0.496888888888889,0.536,6.0,-9.651888888888891,0.8888888888888888,0.030633333333333325,0.2276,0.14677455555555555,0.13817777777777776,0.5255777777777778,113.46755555555555,286837.11111111107,3.7777777777777777
75,Songs In The Key Of Life,6YUCc2RiXcEKS9ibuZxjt0,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,1977,21,1,0.5548571428571429,0.5623190476190475,5.3809523809523805,-11.829619047619047,0.5238095238095238,0.058166666666666665,0.2781219047619048,0.017343352857142856,0.1843095238095238,0.5695238095238095,111.24357142857141,300072.7619047619,3.761904761904762
76,Breezin',1ei5QjnfB7PHINJOH8Gft5,George Benson,4N8BwYTEC6XqykGvXXlmfv,1977,9,0,0.6453333333333334,0.6074444444444445,5.666666666666668,-10.568666666666664,0.4444444444444444,0.04086666666666667,0.5,0.5295951222222223,0.15517777777777778,0.6636666666666667,101.54299999999999,384343.66666666674,3.888888888888889
77,Chicago X,4asBn7hzIq2Ka7rDzJN24P,Chicago,3iDD7bnsjL9J4fO298r0L0,1977,13,0,0.5379230769230771,0.69,5.307692307692308,-7.302538461538463,1.0,0.04019230769230769,0.08956384615384616,0.1154517230769231,0.17083076923076926,0.6180000000000001,114.22369230769232,213414.3076923077,4.0
78,Frampton Comes Alive!,1SJZWjxsSbKvSycxDfnwcN,Peter Frampton,0543y7yrvny4KymoaneT4W,1977,14,0,0.4387857142857143,0.6901428571428571,3.4285714285714284,-8.281214285714285,0.9285714285714286,0.04599285714285714,0.2205135714285714,0.068889615,0.8938571428571429,0.4437857142857143,124.93507142857142,331054.35714285716,3.928571428571429
